card,card_order,ResourceID,identifier_content,identifier_type,name_givenname,alt_names,other_identifier_content,other_identifier_type,name_type,name_language,id,alternative_name_content,alternative_name_content_type,alternative_name_content_language
Actors,0,0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Brabant Cloud ARK Identifier,Stefan Dings,"['S.J. Dings', 'Stephan Dings', 'Stephanus Johannes Dings', 'Steph. J. Dings']",http://www.wikidata.org/entity/Q26211867,Wikidata,Primary,Nederlands,,,,
Alternate names,1,0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,,,,,,,,,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,S.J. Dings,Alternative,Nederlands
Alternate names,1,0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,,,,,,,,,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Stephan Dings,Alternative,Nederlands
Alternate names,1,0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,,,,,,,,,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Stephanus Johannes Dings,Alternative,Nederlands
Alternate names,1,0f19c68b-fdfc-53ad-9bce-c47cf38f84cd,,,,,,,,,https://n2t.net/ark:/15052/4fbf592c-8f92-498b-b58c-e2af6a7a593d,Steph. J. Dings,Alternative,Nederlands
Actors,0,0f7d429b-a97f-538b-9493-bb7f7c48ebee,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Brabant Cloud ARK Identifier,Jozef van Nazareth,"['Sint Jozef', 'Heilige Jozef', 'Sint Josef', 'Sint Joseph', 'Sint-Josef', 'Sint-Joseph', 'Sint-Jozef', 'Sint-Jozef Arbeider']",https://www.wikidata.org/entity/Q128267,Wikidata,Primary,Nederlands,,,,
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint Jozef,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Heilige Jozef,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint Josef,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint Joseph,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint-Josef,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint-Joseph,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint-Jozef,Alternative,Nederlands
Alternate names,1,0f7d429b-a97f-538b-9493-bb7f7c48ebee,,,,,,,,,https://n2t.net/ark:/15052/784328f5-8120-40e4-b084-26993f2a6511,Sint-Jozef Arbeider,Alternative,Nederlands
Actors,0,0fe068b7-a978-5f81-97cb-4f5ab35e4e5f,https://n2t.net/ark:/15052/db3612f1-ae05-4e04-8df6-053aa9869ac2,Brabant Cloud ARK Identifier,Johannes Baptist de la Salle,"['Jan Baptist de la Salle', 'J.B. de La Salle', 'Jean-Baptiste de La Salle']",,,Primary,Nederlands,,,,
Alternate names,1,0fe068b7-a978-5f81-97cb-4f5ab35e4e5f,,,,,,,,,https://n2t.net/ark:/15052/db3612f1-ae05-4e04-8df6-053aa9869ac2,Jan Baptist de la Salle,Alternative,Nederlands
Alternate names,1,0fe068b7-a978-5f81-97cb-4f5ab35e4e5f,,,,,,,,,https://n2t.net/ark:/15052/db3612f1-ae05-4e04-8df6-053aa9869ac2,J.B. de La Salle,Alternative,Nederlands
Alternate names,1,0fe068b7-a978-5f81-97cb-4f5ab35e4e5f,,,,,,,,,https://n2t.net/ark:/15052/db3612f1-ae05-4e04-8df6-053aa9869ac2,Jean-Baptiste de La Salle,Alternative,Nederlands
Actors,0,0fe720b7-8e3c-5b5e-afd8-eacc8ddec562,https://n2t.net/ark:/15052/2eb62562-ce5c-4393-8657-d9fe453cf0fe,Brabant Cloud ARK Identifier,Johan van Gastel,,http://www.wikidata.org/entity/Q29336115,Wikidata,Primary,Nederlands,,,,
Actors,0,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Brabant Cloud ARK Identifier,Paulus,"['Apostel Paulus', 'De Apostel Paulus', 'Paulus van Tarsus', 'Saulus', 'Saulus van Tarsus', 'Sint Paulus', 'Sint-Paulus', 'Paulus (apostel)', 'St. Paulus']",https://www.wikidata.org/entity/Q9200,Wikidata,Primary,Nederlands,,,,
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Apostel Paulus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,De Apostel Paulus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Paulus van Tarsus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Saulus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Saulus van Tarsus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Sint Paulus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Sint-Paulus,Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,Paulus (apostel),Alternative,Nederlands
Alternate names,1,0ffb4b53-64e8-5915-ac7e-8f14611e0e09,,,,,,,,,https://n2t.net/ark:/15052/a6881884-78b7-445e-be53-4c069482a072,St. Paulus,Alternative,Nederlands
Actors,0,1007527b-e28d-5105-a88f-5cd41592f68e,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,Brabant Cloud ARK Identifier,Eduard Cuypers,"['Eduard Henricus Gerardus Hubertus Cuypers', 'E. Cuijpers', 'Eduard Henricus Gerardus Hubertus Cuijpers', 'Ed. Cuypers', 'Eduard Cuijpers', 'E.H.G.H. Cuypers', 'E.H.G.H. Cuijpers']",https://www.wikidata.org/entity/Q2637384,Wikidata,Primary,Nederlands,,,,
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,Eduard Henricus Gerardus Hubertus Cuypers,Alternative,Nederlands
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,E. Cuijpers,Alternative,Nederlands
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,Eduard Henricus Gerardus Hubertus Cuijpers,Alternative,Nederlands
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,Ed. Cuypers,Alternative,Nederlands
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,Eduard Cuijpers,Alternative,Nederlands
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,E.H.G.H. Cuypers,Alternative,Nederlands
Alternate names,1,1007527b-e28d-5105-a88f-5cd41592f68e,,,,,,,,,https://n2t.net/ark:/15052/8b76a3d7-8be3-437e-aca6-48c3fdca07d0,E.H.G.H. Cuijpers,Alternative,Nederlands
Actors,0,1040236f-b3eb-53f5-9267-4188749b5cfc,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Brabant Cloud ARK Identifier,Genoveva van Parijs,"['Genevieve', 'Genoveva', 'Sint Genoveva', 'Sint-Genoveva', 'St. Genoveva', 'Geneviève', 'Genovefa']",https://www.wikidata.org/entity/Q235863,Wikidata,Primary,Nederlands,,,,
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Genevieve,Alternative,Nederlands
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Genoveva,Alternative,Nederlands
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Sint Genoveva,Alternative,Nederlands
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Sint-Genoveva,Alternative,Nederlands
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,St. Genoveva,Alternative,Nederlands
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Geneviève,Alternative,Nederlands
Alternate names,1,1040236f-b3eb-53f5-9267-4188749b5cfc,,,,,,,,,https://n2t.net/ark:/15052/a6c49761-88f4-4d90-9532-68197e1ee8d4,Genovefa,Alternative,Nederlands
Actors,0,104f91de-5e75-57e9-b4a8-94b6f8db4e8d,https://n2t.net/ark:/15052/69065c86-6fe1-4267-9000-491834e44efe,Brabant Cloud ARK Identifier,L. Schoonenberg,,,,Primary,Nederlands,,,,
Actors,0,105864a5-6acf-58fc-ab63-8998a7b4a322,https://n2t.net/ark:/15052/cb44ea63-c971-4407-ab6c-dc90e6f64d93,Brabant Cloud ARK Identifier,A. Bogers,,,,Primary,Nederlands,,,,
Actors,0,105af149-0a71-50e2-9b07-ddc4694f1ba9,https://n2t.net/ark:/15052/20e59a26-edfe-4734-975b-b00fad374ef5,Brabant Cloud ARK Identifier,Franciscus Xaverius,"['Franciscus Xavier', 'Francisco Xavier', 'Sint-Franciscus Xaverius']",https://www.wikidata.org/entity/Q163900,Wikidata,Primary,Nederlands,,,,
Alternate names,1,105af149-0a71-50e2-9b07-ddc4694f1ba9,,,,,,,,,https://n2t.net/ark:/15052/20e59a26-edfe-4734-975b-b00fad374ef5,Franciscus Xavier,Alternative,Nederlands
Alternate names,1,105af149-0a71-50e2-9b07-ddc4694f1ba9,,,,,,,,,https://n2t.net/ark:/15052/20e59a26-edfe-4734-975b-b00fad374ef5,Francisco Xavier,Alternative,Nederlands
Alternate names,1,105af149-0a71-50e2-9b07-ddc4694f1ba9,,,,,,,,,https://n2t.net/ark:/15052/20e59a26-edfe-4734-975b-b00fad374ef5,Sint-Franciscus Xaverius,Alternative,Nederlands
Actors,0,109556e3-57ba-530b-9842-bec78c63adb0,https://n2t.net/ark:/15052/60297f7e-516e-4778-a6b3-4b7021db25e4,Brabant Cloud ARK Identifier,Petrus Stornebrink,"['Petrus Theodorus Stornebrink', 'P.T. Stornebrink']",https://www.wikidata.org/entity/Q2836629,Wikidata,Primary,Nederlands,,,,
Alternate names,1,109556e3-57ba-530b-9842-bec78c63adb0,,,,,,,,,https://n2t.net/ark:/15052/60297f7e-516e-4778-a6b3-4b7021db25e4,Petrus Theodorus Stornebrink,Alternative,Nederlands
Alternate names,1,109556e3-57ba-530b-9842-bec78c63adb0,,,,,,,,,https://n2t.net/ark:/15052/60297f7e-516e-4778-a6b3-4b7021db25e4,P.T. Stornebrink,Alternative,Nederlands
Actors,0,115a49fd-db5b-5f34-9008-bdb5345f551c,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Brabant Cloud ARK Identifier,Petrus,"['Simeon Petrus', 'Simon', 'Simon Petrus', 'Sint-Pieter', 'Simeon', 'Sint Petrus', 'Apostel Petrus', 'De heilige Petrus', 'Simon Bar Jona', 'St-Pieter', 'St. Petrus', 'Sint-Petrus']",https://www.wikidata.org/entity/Q33923,Wikidata,Primary,Nederlands,,,,
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Simeon Petrus,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Simon,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Simon Petrus,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Sint-Pieter,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Simeon,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Sint Petrus,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Apostel Petrus,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,De heilige Petrus,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Simon Bar Jona,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,St-Pieter,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,St. Petrus,Alternative,Nederlands
Alternate names,1,115a49fd-db5b-5f34-9008-bdb5345f551c,,,,,,,,,https://n2t.net/ark:/15052/a8e9e618-3b14-4e1c-b067-3e02e6f52d98,Sint-Petrus,Alternative,Nederlands
Actors,0,13d84b3a-efdc-536b-b4ab-523261bb484f,https://n2t.net/ark:/15052/695cc8b3-4563-4cf0-b8c2-14edb252bfa1,Brabant Cloud ARK Identifier,J. en W. Oomen,,,,Primary,Nederlands,,,,
Actors,0,1400cdfb-b8b1-57c5-8ffe-b5d70a06db4c,https://n2t.net/ark:/15052/df4a0d03-81d1-4751-8745-483ff4ff770b,Brabant Cloud ARK Identifier,J.A. Jansen,,,,Primary,Nederlands,,,,
Actors,0,1609f679-a4e2-519f-a32d-a4023f1eeeb2,https://n2t.net/ark:/15052/f4027efe-b445-4c43-bfde-0f1c5fee996d,Brabant Cloud ARK Identifier,Caspar Franssen,"['C.J.H. Franssen', 'Caspar Johannes Hubertus Franssen', 'C. Franssen']",http://www.wikidata.org/entity/Q2682321,Wikidata,Primary,Nederlands,,,,
Alternate names,1,1609f679-a4e2-519f-a32d-a4023f1eeeb2,,,,,,,,,https://n2t.net/ark:/15052/f4027efe-b445-4c43-bfde-0f1c5fee996d,C.J.H. Franssen,Alternative,Nederlands
Alternate names,1,1609f679-a4e2-519f-a32d-a4023f1eeeb2,,,,,,,,,https://n2t.net/ark:/15052/f4027efe-b445-4c43-bfde-0f1c5fee996d,Caspar Johannes Hubertus Franssen,Alternative,Nederlands
Alternate names,1,1609f679-a4e2-519f-a32d-a4023f1eeeb2,,,,,,,,,https://n2t.net/ark:/15052/f4027efe-b445-4c43-bfde-0f1c5fee996d,C. Franssen,Alternative,Nederlands
Actors,0,164c58a4-8dc3-55ef-ad9b-267deb6dd740,https://n2t.net/ark:/15052/2ec76224-ab44-408f-8a55-d5d994929195,Brabant Cloud ARK Identifier,J. Smeele,,,,Primary,Nederlands,,,,
Actors,0,16883af9-0b3c-54d9-8e52-079e7c842998,https://n2t.net/ark:/15052/c8c1bbfd-9a37-40ba-bf3b-b6bfef173ffa,Brabant Cloud ARK Identifier,Nico van der Laan,,https://www.wikidata.org/entity/Q2610946,Wikidata,Primary,Nederlands,,,,
Actors,0,173ae01d-e8d4-596c-9861-a2c87e334cc2,https://n2t.net/ark:/15052/775c0cec-630d-4b21-8356-4d9399c7b811,Brabant Cloud ARK Identifier,Ant. Schets,,,,Primary,Nederlands,,,,
Actors,0,173f60b7-ad8f-53f0-a1c3-9466fa5de7fa,https://n2t.net/ark:/15052/84a202f3-fbb9-422c-8981-1a5d4c8fba5c,Brabant Cloud ARK Identifier,Lambert de Vries,,,,Primary,Nederlands,,,,
Actors,0,17560364-b71b-58ea-9bfa-e929902be16e,https://n2t.net/ark:/15052/d91ea474-20db-443b-bf94-04f911cab125,Brabant Cloud ARK Identifier,Sjef Lavrijssen,,,,Primary,Nederlands,,,,
Actors,0,18cc8a68-fd4f-507d-94b6-18d615f1d2f0,https://n2t.net/ark:/15052/bdd8df85-5b6d-4eb7-a674-c2e27360844a,Brabant Cloud ARK Identifier,Florentius van der Vaart,"['F. van der Vaart', 'Floor van der Vaart']",,,Primary,Nederlands,,,,
Alternate names,1,18cc8a68-fd4f-507d-94b6-18d615f1d2f0,,,,,,,,,https://n2t.net/ark:/15052/bdd8df85-5b6d-4eb7-a674-c2e27360844a,F. van der Vaart,Alternative,Nederlands
Alternate names,1,18cc8a68-fd4f-507d-94b6-18d615f1d2f0,,,,,,,,,https://n2t.net/ark:/15052/bdd8df85-5b6d-4eb7-a674-c2e27360844a,Floor van der Vaart,Alternative,Nederlands
Actors,0,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,Brabant Cloud ARK Identifier,Cecilia,"['Sint Cecilia', 'Caecilia', 'Sint-Cecilia', 'Heilige Cecilia', 'H. Cecilia', 'St. Cecilia', 'Cecilia van Rome']",https://www.wikidata.org/entity/Q80513,Wikidata,Primary,Nederlands,,,,
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,Sint Cecilia,Alternative,Nederlands
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,Caecilia,Alternative,Nederlands
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,Sint-Cecilia,Alternative,Nederlands
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,Heilige Cecilia,Alternative,Nederlands
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,H. Cecilia,Alternative,Nederlands
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,St. Cecilia,Alternative,Nederlands
Alternate names,1,1a565c2a-b338-5dae-90ed-d8cfd5842fb2,,,,,,,,,https://n2t.net/ark:/15052/4be4c16b-a496-49fe-9eec-0913448db634,Cecilia van Rome,Alternative,Nederlands
Actors,0,1aace0fb-e1e7-5d4e-a1ed-935197a8c568,https://n2t.net/ark:/15052/d65cf9c3-5c05-47aa-ab2c-db6c6770531d,Brabant Cloud ARK Identifier,Jan van Dongen,,,,Primary,Nederlands,,,,
Actors,0,1b3bfc58-613e-544d-a39b-75b7d9128a7d,https://n2t.net/ark:/15052/c5983a3d-06b9-427d-9140-c8649297bee1,Brabant Cloud ARK Identifier,Pouderoyen Compagnons,,,,Primary,Nederlands,,,,
Actors,0,1b40f0ee-1c96-5ca7-a41a-15d17e536e15,https://n2t.net/ark:/15052/3a1a2eb2-da59-4ae2-889d-eade1e272900,Brabant Cloud ARK Identifier,Ed. Fremau,,,,Primary,Nederlands,,,,
Actors,0,1c00afbd-830c-54ba-8b47-74196e11e616,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Brabant Cloud ARK Identifier,Jakobus de Meerdere,"['St. Jacob', 'Sint-Jacob de Meerdere', 'Sint Jacob', 'Jacobus de Meerdere', 'St. Jacobus', 'Sint-Jacobus de Meerdere', 'Sint Jacobus', 'St. Jacobus de Meerdere', 'Jacobus de Oudere', 'Sint-Jacobus', 'St. Jacob de Meerdere', 'Sint-Jacob']",https://www.wikidata.org/entity/Q43999,Wikidata,Primary,Nederlands,,,,
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,St. Jacob,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Sint-Jacob de Meerdere,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Sint Jacob,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Jacobus de Meerdere,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,St. Jacobus,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Sint-Jacobus de Meerdere,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Sint Jacobus,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,St. Jacobus de Meerdere,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Jacobus de Oudere,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Sint-Jacobus,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,St. Jacob de Meerdere,Alternative,Nederlands
Alternate names,1,1c00afbd-830c-54ba-8b47-74196e11e616,,,,,,,,,https://n2t.net/ark:/15052/cde34379-503f-41c1-b8f5-022819e443a4,Sint-Jacob,Alternative,Nederlands
Actors,0,1ca73a4a-8d41-5751-8cab-beef02a0efbb,https://n2t.net/ark:/15052/4a4c4b4e-6481-45b0-af82-721eaedfe2bc,Brabant Cloud ARK Identifier,Jo Spaans,J. Spaans,,,Primary,Nederlands,,,,
Actors,0,1d9a6397-46d2-5dd7-815f-85f53ec890bc,https://n2t.net/ark:/15052/1f5fb0f6-362e-440f-9ecb-bf433c069b05,Brabant Cloud ARK Identifier,Maria Magdalena de’ Pazzi,,https://www.wikidata.org/entity/Q242040,Wikidata,Primary,Nederlands,,,,
Actors,0,1d9ceaa8-3078-5951-b128-8d86a9c4935d,https://n2t.net/ark:/15052/264e6d54-5ee2-4bca-adfa-c4b69c807655,Brabant Cloud ARK Identifier,Frans de Beer,"['F. de Beer', 'Franciscus Cornelis de Beer', 'F.C. de Beer']",https://www.wikidata.org/entity/Q45356330,Wikidata,Primary,Nederlands,,,,
Alternate names,1,1d9ceaa8-3078-5951-b128-8d86a9c4935d,,,,,,,,,https://n2t.net/ark:/15052/264e6d54-5ee2-4bca-adfa-c4b69c807655,F. de Beer,Alternative,Nederlands
Alternate names,1,1d9ceaa8-3078-5951-b128-8d86a9c4935d,,,,,,,,,https://n2t.net/ark:/15052/264e6d54-5ee2-4bca-adfa-c4b69c807655,Franciscus Cornelis de Beer,Alternative,Nederlands
Alternate names,1,1d9ceaa8-3078-5951-b128-8d86a9c4935d,,,,,,,,,https://n2t.net/ark:/15052/264e6d54-5ee2-4bca-adfa-c4b69c807655,F.C. de Beer,Alternative,Nederlands
Actors,0,1eb6b273-a789-5580-bb1e-e1d590c7d299,https://n2t.net/ark:/15052/00263e62-acf7-44f9-a1c6-d34f715ea3f3,Brabant Cloud ARK Identifier,Ant. Neeskens,,,,Primary,Nederlands,,,,
Actors,0,1ef6134c-2e71-53ae-9267-4463cacd077b,https://n2t.net/ark:/15052/d7b5e276-1bda-414a-8e77-04fcdc7561da,Brabant Cloud ARK Identifier,Tom Zwegers,"['T. W. A. Zwegers', 'Thomas Wilhelmus Antonius Zwegers', 'T. Zwegers']",,,Primary,Nederlands,,,,
Alternate names,1,1ef6134c-2e71-53ae-9267-4463cacd077b,,,,,,,,,https://n2t.net/ark:/15052/d7b5e276-1bda-414a-8e77-04fcdc7561da,T. W. A. Zwegers,Alternative,Nederlands
Alternate names,1,1ef6134c-2e71-53ae-9267-4463cacd077b,,,,,,,,,https://n2t.net/ark:/15052/d7b5e276-1bda-414a-8e77-04fcdc7561da,Thomas Wilhelmus Antonius Zwegers,Alternative,Nederlands
